[17:23:28] [main/INFO]: ModLauncher running: args [--username, Pepe, --version, 1.18.2-forge-40.1.0, --gameDir, C:\Users\jeymar.vega\AppData\Roaming\.minecraft, --assetsDir, C:\Users\jeymar.vega\AppData\Roaming\.minecraft\assets, --assetIndex, 1.18, --uuid, 62ea431809fa4044a73e7b5cce0eb269, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530, --launchTarget, forgeclient, --fml.forgeVersion, 40.1.0, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914]
[17:23:28] [main/INFO]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.1 by Microsoft
[17:23:28] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/jeymar.vega/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=CLIENT
[17:23:29] [main/INFO]: Found mod file alexsmobs-1.18.6.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file balm-3.2.0+0.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file carryon-1.18.2-1.17.0.8 (1).jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file ChiselsBits-forge-1.18.2-1.2.114-universal.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file citadel-1.11.3-1.18.2.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file comforts-forge-1.18.2-5.0.0.4.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file corpse-1.18.2-1.0.1.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file CreativeCore_FORGE_v2.6.12_mc1.18.2.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file EasierSleeping-1.18.2-2.1.0.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file FarmersDelight-1.18.2-1.1.2.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file InventoryHud_[1.18].forge-3.4.4.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file inventorysorter-1.18-19.0.0.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file Jade-1.18.2-forge-5.2.3.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file jei-1.18.2-9.7.2.259.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file journeymap-1.18.2-5.8.5-forge.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file Oh_The_Biomes_You'll_Go-forge-1.18.2-1.4.4.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file PlayerRevive_FORGE_v2.0.9_mc1.18.2.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file reap-1.18.2-1.0.0.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file sophisticatedbackpacks-1.18.2-3.18.24.704.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file sophisticatedcore-1.18.2-0.5.9.115.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file TerraBlender-forge-1.18.2-1.1.0.102.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file trashslot-forge-1.18.1-11.0.2.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file veinmining-forge-1.18.2-0.20.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file walljump-forge-1.18.1-1.3.7.jar of type MOD with locator {mods folder locator at C:\Users\jeymar.vega\AppData\Roaming\.minecraft\mods}
[17:23:29] [main/INFO]: Found mod file fmlcore-1.18.2-40.1.0.jar of type LIBRARY with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7577b641
[17:23:29] [main/INFO]: Found mod file javafmllanguage-1.18.2-40.1.0.jar of type LANGPROVIDER with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7577b641
[17:23:29] [main/INFO]: Found mod file mclanguage-1.18.2-40.1.0.jar of type LANGPROVIDER with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7577b641
[17:23:29] [main/INFO]: Found mod file client-1.18.2-20220404.173914-srg.jar of type MOD with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7577b641
[17:23:29] [main/INFO]: Found mod file forge-1.18.2-40.1.0-universal.jar of type MOD with locator net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@7577b641
[17:23:30] [main/INFO]: Compatibility level set to JAVA_17
[17:23:30] [main/INFO]: Launching target 'forgeclient' with arguments [--version, 1.18.2-forge-40.1.0, --gameDir, C:\Users\jeymar.vega\AppData\Roaming\.minecraft, --assetsDir, C:\Users\jeymar.vega\AppData\Roaming\.minecraft\assets, --uuid, 62ea431809fa4044a73e7b5cce0eb269, --username, Pepe, --assetIndex, 1.18, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, mojang, --versionType, release, --width, 925, --height, 530]
[17:23:35] [Render thread/WARN]: Assets URL 'union:/C:/Users/jeymar.vega/AppData/Roaming/.minecraft/libraries/net/minecraft/client/1.18.2-20220404.173914/client-1.18.2-20220404.173914-srg.jar%2377!/assets/.mcassetsroot' uses unexpected schema
[17:23:35] [Render thread/WARN]: Assets URL 'union:/C:/Users/jeymar.vega/AppData/Roaming/.minecraft/libraries/net/minecraft/client/1.18.2-20220404.173914/client-1.18.2-20220404.173914-srg.jar%2377!/data/.mcassetsroot' uses unexpected schema
[17:23:35] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[17:23:35] [Render thread/INFO]: Setting user: Pepe
[17:23:36] [Render thread/INFO]: Backend library: LWJGL version 3.2.2 SNAPSHOT
[17:23:38] [modloading-worker-0/INFO]: Forge mod loading, version 40.1.0, for MC 1.18.2 with MCP 20220404.173914
[17:23:38] [modloading-worker-0/INFO]: MinecraftForge v40.1.0 Initialized
[17:23:38] [modloading-worker-0/INFO]: Loaded block entity configuration.
[17:23:38] [modloading-worker-0/INFO]: Loaded block configuration.
[17:23:38] [modloading-worker-0/INFO]: Loaded chisel mode group configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded chisel mode configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded container type configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded item group configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded item configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded metadata key configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded model property configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded modification operation configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded modification operation group configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded pattern placement type configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded recipe serializer configuration.
[17:23:39] [modloading-worker-0/INFO]: Loaded tag configuration.
[17:23:39] [modloading-worker-0/INFO]: Found and loaded ChiselsAndBits plugin: jei
[17:23:39] [modloading-worker-0/INFO]: Loaded JEI Compatibility configuration
[17:23:42] [Render thread/INFO]: Registering recipe types.
[17:23:42] [Render thread/WARN]: defineId called for: class com.github.alexthe666.alexsmobs.entity.EntityLeafcutterAnt from class com.github.alexthe666.alexsmobs.entity.EntityDevilsHolePupfish
[17:23:42] [Render thread/WARN]: defineId called for: class com.github.alexthe666.alexsmobs.entity.EntityMantisShrimp from class com.github.alexthe666.alexsmobs.entity.EntitySkelewag
[17:23:43] [Render thread/INFO]: loaded in block colorizer
[17:23:43] [Render thread/INFO]: Setting up client reloading resource manager.
[17:23:43] [Render thread/INFO]: loaded in item colorizer
[17:23:43] [Render thread/INFO]: "C:\Users\jeymar.vega\AppData\Roaming\.minecraft\config\byg\growing-patterns.json5" was read.
[17:23:43] [Render thread/INFO]: Narrator library for x64 successfully loaded
[17:23:44] [Render thread/INFO]: Reloading ResourceManager: Default, Mod Resources
[17:23:44] [modloading-worker-0/WARN]: Configuration file C:\Users\jeymar.vega\AppData\Roaming\.minecraft\config\farmersdelight-client.toml is not correct. Correcting
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client.nourishmentHungerOverlay was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client.comfortHealthOverlay was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client.foodEffectTooltip was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Configuration file C:\Users\jeymar.vega\AppData\Roaming\.minecraft\config\sophisticatedcore-client.toml is not correct. Correcting
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client.sortButtonsPosition was corrected from null to its default, TITLE_LINE_RIGHT. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key client.playButtonSound was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Configuration file C:\Users\jeymar.vega\AppData\Roaming\.minecraft\config\jei-client.toml is not correct. Correcting
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced.DebugMode was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced.CenterSearch was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced.LowMemorySlowSearchEnabled was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced.CheatToHotbarUsingHotkeysEnabled was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced.GiveMode was corrected from null to its default, MOUSE_PICKUP. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key advanced.RecipeGuiHeight was corrected from null to its default, 350. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key colors was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key colors.SearchColors was corrected from null to its default, [White:EEEEEE, LightBlue:7492cc, Cyan:00EEEE, Blue:2222dd, LapisBlue:25418b, Teal:008080, Yellow:cacb58, GoldenYellow:EED700, Orange:d97634, Pink:D1899D, HotPink:FC0FC0, Magenta:b24bbb, Purple:813eb9, JadedPurple:43324f, EvilPurple:2e1649, Lavender:B57EDC, Indigo:480082, Sand:dbd3a0, Tan:bb9b63, LightBrown:A0522D, Brown:634b33, DarkBrown:3a2d13, LimeGreen:43b239, SlimeGreen:83cb73, Green:008000, DarkGreen:224d22, GrassGreen:548049, Red:963430, BrickRed:b0604b, NetherBrick:2a1516, Redstone:ce3e36, Black:181515, CharcoalGray:464646, IronGray:646464, Gray:808080, Silver:C0C0C0]. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key sorting was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key sorting.IngredientSortStages was corrected from null to its default, [MOD_NAME, INGREDIENT_TYPE, CREATIVE_MENU]. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.ModNameSearchMode was corrected from null to its default, REQUIRE_PREFIX. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.TooltipSearchMode was corrected from null to its default, ENABLED. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.TagSearchMode was corrected from null to its default, REQUIRE_PREFIX. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.CreativeTabSearchMode was corrected from null to its default, DISABLED. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.ColorSearchMode was corrected from null to its default, DISABLED. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.ResourceLocationSearchMode was corrected from null to its default, DISABLED. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key search.SearchAdvancedTooltips was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key modname was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key modname.ModNameFormat was corrected from null to its default, blue italic. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList.MaxRows was corrected from null to its default, 16. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList.MaxColumns was corrected from null to its default, 9. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList.HorizontalAlignment was corrected from null to its default, RIGHT. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList.VerticalAlignment was corrected from null to its default, TOP. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList.ButtonNavigationVisibility was corrected from null to its default, ENABLED. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key IngredientList.DrawBackground was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList.MaxRows was corrected from null to its default, 16. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList.MaxColumns was corrected from null to its default, 9. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList.HorizontalAlignment was corrected from null to its default, LEFT. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList.VerticalAlignment was corrected from null to its default, TOP. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList.ButtonNavigationVisibility was corrected from null to its default, ENABLED. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key BookmarkList.DrawBackground was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Configuration file C:\Users\jeymar.vega\AppData\Roaming\.minecraft\config\inventoryhud-client.toml is not correct. Correcting
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud.invMini was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud.invVert was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud.invAlpha was corrected from null to its default, 0. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud.byDefault was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud.animatedInv was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key inventoryhud.hideBackground was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.ArmorDamage was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.armAbove was corrected from null to its default, 100. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showArmor was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showMain was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showOff was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showArrows was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showInv was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.armView was corrected from null to its default, PERCENTAGE. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.armBars was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.moveAll was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showEmpty was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.showCount was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key armorhud.armScale was corrected from null to its default, 100. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud.Potions was corrected from null to its default, true. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud.potAlpha was corrected from null to its default, 100. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud.potGap was corrected from null to its default, 0. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud.potMini was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud.potHor was corrected from null to its default, false. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key potionshud.barDuration was corrected from null to its default, 300. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key positions was corrected from null to its default, SimpleCommentedConfig:{}. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key positions.invValign was corrected from null to its default, BOTTOM. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key positions.invHalign was corrected from null to its default, MIDDLE. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key positions.xPos was corrected from null to its default, 0. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key positions.yPos was corrected from null to its default, 150. 
[17:23:44] [modloading-worker-0/WARN]: Incorrect key positions.armValign was corrected from null to its default, BOTTOM. 
